antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
{'specialty bar'},{'soda'},0.01396685378241112,0.097099705960973,0.0012697139802191927,0.09090909090909091,0.9362447600575612,1.0,-8.646341525283055e-05,0.9931903234429297,-0.06459997464181559,0.011564211807668897,-0.006856366193202845,0.051992742288681726
{'specialty chocolate'},{'soda'},0.015971665330125635,0.097099705960973,0.0014033680834001604,0.08786610878661087,0.9049060233192326,1.0,-0.00014747592386210552,0.9898769278684745,-0.09648851125499636,0.012567324955116697,-0.01022659670765709,0.05115948247314026
{'sugar'},{'soda'},0.017709168671478214,0.097099705960973,0.0012028869286287089,0.06792452830188679,0.6995338207222532,1.0,-0.0005166681421851006,0.9686986960337738,-0.3042350930247847,0.010588235294117647,-0.032312734696955524,0.04015634536223039
{'soda'},{'tropical fruit'},0.097099705960973,0.06776263031275061,0.00541299117882919,0.05574673090158293,0.822676608689632,1.0,-0.0011667402996810104,0.9872747071104762,-0.1927180265688244,0.03394803017602682,-0.012889313174818149,0.06781419385315832
{'tropical fruit'},{'soda'},0.06776263031275061,0.097099705960973,0.00541299117882919,0.07988165680473372,0.822676608689632,1.0,-0.0011667402996810104,0.9812871362867881,-0.18779219210930373,0.03394803017602682,-0.01906971264702573,0.06781419385315832
{'whipped/sour cream'},{'soda'},0.04370489174017642,0.097099705960973,0.003408179631114675,0.0779816513761468,0.8031090372970823,1.0,-0.0008355525059126128,0.9792649955249147,-0.20405318745173992,0.02480544747081712,-0.021174048464757563,0.05654072245338654
{'white bread'},{'soda'},0.023990911520983694,0.097099705960973,0.001537022186581128,0.06406685236768803,0.659804803048922,1.0,-0.0007924882678421083,0.9647059689286033,-0.34566686795099055,0.012856344326439352,-0.0365852728273197,0.039948085509377396
{'soda'},{'whole milk'},0.097099705960973,0.15791232290831328,0.011627906976744186,0.11975223675154852,0.7583463693398951,1.0,-0.0037053331452672547,0.9566484713168264,-0.26086227923701594,0.04777594728171334,-0.04531604866675882,0.09669372311551189
{'whole milk'},{'soda'},0.15791232290831328,0.097099705960973,0.011627906976744186,0.07363520947947524,0.7583463693398951,1.0,-0.0037053331452672547,0.9746703493897765,-0.274529105042324,0.04777594728171334,-0.025987915428105433,0.09669372311551189
{'soda'},{'yogurt'},0.097099705960973,0.08587276129377172,0.005813953488372093,0.05987611837577426,0.6972655528210786,1.0,-0.0025242663833099643,0.9723476411714126,-0.3247193360808964,0.03281780460203697,-0.028438757557198192,0.06379019926570814
{'yogurt'},{'soda'},0.08587276129377172,0.097099705960973,0.005813953488372093,0.06770428015564202,0.6972655528210786,1.0,-0.0025242663833099643,0.9684698479467025,-0.3220154844443431,0.03281780460203697,-0.03255666876996321,0.06379019926570814
{'soft cheese'},{'whole milk'},0.010024057738572574,0.15791232290831328,0.0012028869286287089,0.12,0.7599153618281845,1.0,-0.0003800353138363401,0.9569178148769167,-0.24192750533049046,0.007214428857715432,-0.045021823664788505,0.063808717731697
{'soft cheese'},{'yogurt'},0.010024057738572574,0.08587276129377172,0.0012697139802191927,0.12666666666666668,1.4750505836575876,1.0,0.0004089204628397649,1.0467105786712538,0.32531815565645583,0.013418079096045197,0.04462606915710214,0.07072632944228276
{'specialty bar'},{'whole milk'},0.01396685378241112,0.15791232290831328,0.0016706762897620957,0.11961722488038277,0.7574913893821617,1.0,-0.000534862034739206,0.9565017636530572,-0.245101730919569,0.009815469179426778,-0.04547637861201111,0.06509849817865944
{'specialty bar'},{'yogurt'},0.01396685378241112,0.08587276129377172,0.0012028869286287089,0.0861244019138756,1.0029303892912331,1.0,3.5146277467062136e-06,1.0002753554429409,0.002963213976429892,0.012195121951219511,0.0002752796431928135,0.05006609200752146
{'specialty chocolate'},{'tropical fruit'},0.015971665330125635,0.06776263031275061,0.0013365410318096765,0.08368200836820083,1.2349285731969992,1.0,0.0002542589785653974,1.0173732025353999,0.19332427843803057,0.016220600162206,0.017076528546362522,0.05170293712295643
{'specialty chocolate'},{'whole milk'},0.015971665330125635,0.15791232290831328,0.0013365410318096765,0.08368200836820083,0.5299270305635875,1.0,-0.0011855817411846347,0.9189906613009732,-0.4740855427990792,0.0077459333849728895,-0.08815033939990816,0.04607291277487485
{'sugar'},{'tropical fruit'},0.017709168671478214,0.06776263031275061,0.0010024057738572574,0.05660377358490566,0.8353243273417438,1.0,-0.00019761407597426554,0.9881716118684843,-0.16714828035582752,0.011867088607594934,-0.011969973625481847,0.035698336496594846
{'sugar'},{'whole milk'},0.017709168671478214,0.15791232290831328,0.0024726009088479016,0.13962264150943396,0.8841782511837367,1.0,-0.0003238950528403513,0.9787422562688464,-0.11766414120929922,0.014280200694712468,-0.02171945023830094,0.0776403516476497
{'waffles'},{'tropical fruit'},0.01851109329056402,0.06776263031275061,0.001136059877038225,0.061371841155234655,0.9056885907760663,1.0,-0.0001183004942951029,0.9931913515514157,-0.09591952753567579,0.013343799058084771,-0.0068553239392880804,0.03906856357564494
{'whipped/sour cream'},{'tropical fruit'},0.04370489174017642,0.06776263031275061,0.0024726009088479016,0.05657492354740061,0.8348985759006929,1.0,-0.0004889575130004611,0.9881413934772464,-0.17135398570798094,0.022685469037400367,-0.012000920719476513,0.04653203771058394
{'tropical fruit'},{'whole milk'},0.06776263031275061,0.15791232290831328,0.00821972734562951,0.12130177514792898,0.7681590195994961,1.0,-0.0024808270134342204,0.9583354708989565,-0.24457153423499578,0.03779963122311002,-0.04347593339309505,0.08667712540722729
{'whole milk'},{'tropical fruit'},0.15791232290831328,0.06776263031275061,0.00821972734562951,0.052052475666525606,0.7681590195994962,1.0,-0.0024808270134342204,0.9834271895406117,-0.263845964226836,0.03779963122311002,-0.016852097069972108,0.08667712540722729
{'yogurt'},{'tropical fruit'},0.08587276129377172,0.06776263031275061,0.0052125100240577385,0.060700389105058365,0.8957797066746482,1.0,-0.0006064541534271939,0.9924813753505513,-0.11290531776913108,0.03511931562359297,-0.007575582611606216,0.06881173301406764
{'tropical fruit'},{'yogurt'},0.06776263031275061,0.08587276129377172,0.0052125100240577385,0.07692307692307691,0.8957797066746481,1.0,-0.0006064541534271939,0.9903045085984139,-0.11095532470843164,0.03511931562359297,-0.009790414279046502,0.06881173301406764
{'waffles'},{'whole milk'},0.01851109329056402,0.15791232290831328,0.0026062550120288693,0.1407942238267148,0.8915974461883032,1.0,-0.00031687472905658765,0.9800768342621732,-0.1102217016596556,0.014994232987312573,-0.02032816718173475,0.07864933366536755
{'waffles'},{'yogurt'},0.01851109329056402,0.08587276129377172,0.001136059877038225,0.061371841155234655,0.7146834482855496,1.0,-0.00045353881838911827,0.9738970966216355,-0.2891417736222938,0.011003236245954692,-0.02680252715498711,0.037300706569835224
{'whipped/sour cream'},{'whole milk'},0.04370489174017642,0.15791232290831328,0.004611066559743384,0.10550458715596331,0.6681213043596425,1.0,-0.002290474417404229,0.9414108390050652,-0.34186109755804933,0.023405698778833108,-0.06223548589779898,0.06735237821615347
{'whipped/sour cream'},{'yogurt'},0.04370489174017642,0.08587276129377172,0.0029403902699812884,0.0672782874617737,0.783464819905044,1.0,-0.0008126694657930168,0.9800642854325791,-0.22421249510235158,0.02321899736147757,-0.02034123155362369,0.05075976629898023
{'white bread'},{'whole milk'},0.023990911520983694,0.15791232290831328,0.00314087142475274,0.1309192200557103,0.8290627206574901,1.0,-0.0006475891422136103,0.9689406284484473,-0.17440621376785442,0.017570093457943924,-0.03205497905613451,0.07540459521617508
{'white wine'},{'whole milk'},0.01169473402833467,0.15791232290831328,0.0012697139802191927,0.10857142857142857,0.6875424702255003,1.0,-0.0005770286359900311,0.9446496377631101,-0.3149902486591907,0.0075426756649464065,-0.058593535660435105,0.05830602744695
{'yogurt'},{'whole milk'},0.08587276129377172,0.15791232290831328,0.011160117615610799,0.1299610894941634,0.8229952362211855,1.0,-0.002400249594839787,0.9678735823459905,-0.19046550856527256,0.047974719908072394,-0.0331927828592444,0.10031698148004828
{'whole milk'},{'yogurt'},0.15791232290831328,0.08587276129377172,0.011160117615610799,0.07067287346593314,0.8229952362211855,1.0,-0.002400249594839787,0.9836442008482774,-0.20344465246491641,0.047974719908072394,-0.016627759445557173,0.10031698148004828
"{'other vegetables', 'soda'}",{'rolls/buns'},0.009689922480620155,0.10999732691793639,0.001136059877038225,0.11724137931034483,1.0658566221142163,1.0,7.019430612798883e-05,1.008206153100775,0.06239208011971913,0.009582863585118376,0.008139360264303942,0.06378472367704362
"{'other vegetables', 'rolls/buns'}",{'soda'},0.010558674151296445,0.097099705960973,0.001136059877038225,0.10759493670886076,1.108087152726354,1.0,0.00011081572160961408,1.0117606131784842,0.09858483444708421,0.01066499372647428,0.011623908882495185,0.059647433942868096
"{'soda', 'rolls/buns'}",{'other vegetables'},0.008086073242448543,0.12209302325581395,0.001136059877038225,0.14049586776859505,1.150728059818969,1.0,0.00014880674859974016,1.0214110017889086,0.13205274024990987,0.008803728638011394,0.020962180504624825,0.07490036957121597
"{'other vegetables', 'rolls/buns'}",{'whole milk'},0.010558674151296445,0.15791232290831328,0.0012028869286287089,0.11392405063291139,0.7214386346470106,1.0,-0.0004644578334344759,0.9503560927177607,-0.28069957625975,0.007191370355573313,-0.05223716421943607,0.06077074304815269
